query,n_positives,rank_first_positive,missed,hit@1,hit@5,hit@10,hit@100,rr,n_chars,n_words,n_unique_words,n_colors,n_materials,n_garments,n_patterns,has_color,has_material,has_garment,has_pattern,n_sentences
woman wearing a red dress. the dress has a v-neckline and three-quarter length sleeves. the dress is made of a shiny material and has a fitted style.,1,5,0,0,1,1,1,0.2,149,29,21,1,0,1,0,1,0,1,0,3
"floral print romper with a halter neckline and a drawstring waist. the romper is made of a lightweight material and has a flowy fit. the floral print consists of pink, blue, and purple flowers on a white background. the romper is suitable for a casual summer outfit.",1,4,0,0,1,1,1,0.25,266,47,32,4,0,1,1,1,0,1,1,4
pink and black shirt with a v-neck design. the shirt has a pink background with black lines and a black v-neck. the shirt is made of a stretchy material and has a loose fit.,1,1,0,1,1,1,1,1.0,173,36,20,2,0,1,0,1,0,1,0,3
black and red dress with a floral pattern. the dress has a v-neckline and long sleeves. the dress is made of a stretchy material and has a flowy fit.,1,3,0,0,1,1,1,0.3333333333333333,149,30,21,2,0,1,1,1,0,1,1,3
"blue floral dress with a black belt at the waist. the dress has a midi length and a square neckline. the floral pattern consists of blue and green flowers with a mix of solid blue and green areas. the dress is made of a shiny material, possibly a metallic fabric, and has a fitted silhouette.",1,1,0,1,1,1,1,1.0,292,55,33,3,0,2,3,1,0,1,1,4
brown leather jacket with a brown and black scarf. the jacket has a zipper and a collar. the scarf is made of wool and has a fringe on the ends. the jacket and scarf are styled together to create a fashionable look.,1,1,0,1,1,1,1,1.0,215,42,26,2,2,2,0,1,1,1,0,4
black tulle skirt. the tulle is shiny and has a glittery effect. the skirt is a midi length and has a stretchy elastic waistband.,1,1,0,1,1,1,1,1.0,129,24,16,1,0,1,0,1,0,1,0,3
"black leather jacket with a silver zipper. the jacket has a biker style and is made of leather. it features a zipper on the front, a silver buckle on the shoulder, and a silver zipper on the sleeve. the jacket is worn by a woman who is wearing a white shirt underneath.",1,,1,0,0,0,0,0.0,269,52,30,3,1,2,0,1,1,1,0,4
red wrap dress with a belt. the dress is made of a soft material and has a loose fit. the belt is made of a different material and is brown in color. the dress has a long sleeve and a short hemline.,1,2,0,0,1,1,1,0.5,198,42,24,2,0,2,0,1,0,1,0,4
black cape dress with a white belt around the waist. the dress has a loose fit and is made of a shiny material. the dress is worn by a woman who is standing in front of a white wall.,1,1,0,1,1,1,1,1.0,182,39,27,2,0,2,0,1,0,1,0,3
"brown long sleeve shirt with a green button. the shirt has a round neckline and a small logo on the left side. the material is a soft knit, and the shirt is a heathered brown color.",1,1,0,1,1,1,1,1.0,181,36,24,2,1,1,0,1,1,1,0,3
woman wearing a navy blue dress.,4,,1,0,0,0,0,0.0,32,6,6,2,0,1,0,1,0,1,0,1
"beige, high-waisted, belted skirt with a front slit. the skirt is made of a lightweight material and has a relaxed fit. it is a neutral color that can be dressed up or down.",1,2,0,0,1,1,1,0.5,173,34,29,1,0,1,0,1,0,1,0,3
purple and blue blouse with a ruffled collar and cuffs. the fabric is a sheer chiffon and the blouse has a loose fit.,1,1,0,1,1,1,1,1.0,117,23,17,2,1,1,2,1,1,1,1,2
blue jean skirt with a zipper on the front. the skirt is made of denim material and has a classic fit. it is a mid-length skirt that falls just above the knee.,1,,1,0,0,0,0,0.0,159,33,26,1,1,1,0,1,1,1,0,3
a woman wearing a black and gold jacket with a lace overlay on top of it. the jacket has a v-neckline and long sleeves. the lace overlay has a floral pattern and is black in color.,1,1,0,1,1,1,1,1.0,180,37,25,2,1,2,2,1,1,1,1,3
pink coat with a fur collar. the coat has a zipper closure and a button on the front. the fur collar is brown and the coat is made of a material that resembles leather. the coat is styled in a fashionable manner and is suitable for cold weather.,1,1,0,1,1,1,1,1.0,245,48,30,2,2,1,0,1,1,1,0,4
"striped skirt with a multicolored pattern. the skirt has a zipper closure and is made of a material that resembles denim. the stripes are thin and come in various colors, including blue, white, pink, and green. the skirt is a mini-length and has a flirty, feminine style.",1,1,0,1,1,1,1,1.0,271,48,35,4,1,1,1,1,1,1,1,4
"long, gray, off-the-shoulder dress with a silver metallic threaded design throughout. the dress has a sweetheart neckline and a flowing skirt with a small slit on the side. the dress is worn by a woman with a dark complexion and long, dark hair.",1,1,0,1,1,1,1,1.0,245,45,30,2,0,2,1,1,0,1,1,3
"black vest with a silver zipper. the vest is made of a shiny material and has a long, flowing design. it is worn over a black tank top and is paired with a black skirt.",1,6,0,0,0,1,1,0.16666666666666666,168,35,24,2,0,3,0,1,0,1,0,3
blue and white sports bra with a floral print. the bra has a black and white color scheme with a blue and white floral print. the straps are black and the back of the bra has a black and white floral print. the bra has a high neckline and a low back. the front of the bra has a blue and white floral print with a black trim. the back of the bra has a black trim. the bra has a blue and white color scheme with a black trim.,1,1,0,1,1,1,1,1.0,423,90,23,3,0,1,1,1,0,1,1,7
"brown winter coat with a hood. the coat is made of a thick, quilted material and has a belted waist. it also features a fur-trimmed hood and a long, belted waist. the coat is designed to keep the wearer warm and stylish during the winter months.",1,1,0,1,1,1,1,1.0,245,47,31,1,1,1,1,1,1,1,1,4
"pair of black leggings with a white design on the side. the leggings are made of spandex and have a compression fit. they are designed for high-impact activities and are meant to be worn during workouts. the leggings have a sporty look and are suitable for running, yoga, or any other activity that requires a tight fit.",1,,1,0,0,0,0,0.0,320,58,42,2,1,0,0,1,1,0,0,4
red wrap dress with a tie at the waist. the dress is made of a flowy material and has a boho style. the dress is floor-length and has short sleeves.,1,1,0,1,1,1,1,1.0,148,31,22,1,0,1,0,1,0,1,0,3
"grey and white striped dress with a round neckline and short sleeves. the dress has a tiered skirt with a ruffled hemline. the dress is made of a soft, stretchy material and has a fitted bodice with a flared skirt. the dress is a fashionable and stylish choice for a casual or formal occasion.",1,3,0,0,1,1,1,0.3333333333333333,293,54,34,2,0,2,2,1,0,1,1,4
"white long sleeve t-shirt with a v-neck and a round neckline. the shirt is made of a soft, lightweight material and has a relaxed fit.",1,3,0,0,1,1,1,0.3333333333333333,134,27,22,1,0,1,0,1,0,1,0,2
"brown and white shirt with the word ""outrageous"" written on it.",1,1,0,1,1,1,1,1.0,63,11,11,2,0,1,0,1,0,1,0,1
"denim shirt with a floral embroidery on the front. the shirt is light blue in color and has a relaxed fit. the embroidery consists of white and red flowers, which are scattered across the shirt. the shirt also has a button-down collar and long sleeves with cuffs.",1,2,0,0,1,1,1,0.5,263,48,34,3,1,1,1,1,1,1,1,4
red off the shoulder ball gown with a ruffled skirt. the dress is made of a shiny material and has a mermaid silhouette.,1,1,0,1,1,1,1,1.0,120,23,20,1,0,2,1,1,0,1,1,2
brown suede dress. the dress has a v-neckline and a zipper closure on the back. the dress is short and has a suede fabric. the dress is brown in color and has a leather-like texture.,1,1,0,1,1,1,1,1.0,182,37,21,1,2,1,0,1,1,1,0,4
woman wearing a long red dress. the dress has a boat neckline and a long sleeve. the dress is made of a shiny material and has a flowy skirt. the woman is also wearing a pair of black pumps.,1,4,0,0,1,1,1,0.25,190,39,23,2,0,2,0,1,0,1,0,4
"striped blue and white shirt with a collared button-down design. the shirt has a front button placket, long sleeves with button cuffs, and a relaxed fit. the stripes are thin and the colors are light blue and white. the shirt is fashioned in a casual style and is suitable for both men and women.",1,4,0,0,1,1,1,0.25,296,55,35,2,0,1,1,1,0,1,1,4
white midi skirt with a black belt. the skirt has a pleated design and is made of a smooth material.,1,,1,0,0,0,0,0.0,100,20,17,2,0,2,0,1,0,1,0,2
blue dress with a short sleeve and a wrap style. the dress has a polka dot pattern and is made of a lightweight material. the dress is knee-length and has a fitted bodice with a flowy skirt.,1,3,0,0,1,1,1,0.3333333333333333,190,38,25,1,0,2,1,1,0,1,1,3
beige suede sleeveless top with a rounded neckline and a relaxed fit.,1,1,0,1,1,1,1,1.0,69,12,11,1,1,1,0,1,1,1,0,1
dark blue denim skirt with a black belt. the skirt has a wrap style and a front slit. the belt is made of leather and has a gold buckle. the skirt is a midi length and has a front zipper closure.,1,2,0,0,1,1,1,0.5,195,41,25,3,2,2,0,1,1,1,0,4
"black velvet pencil skirt with a ruffled hem. the skirt has a high waist and a wide, flared bottom. the ruffles are black and appear to be made of a different material than the rest of the skirt. the skirt is styled in a fashionable manner and is suitable for a variety of occasions.",1,1,0,1,1,1,1,1.0,283,54,36,1,1,1,1,1,1,1,1,4
"long, light pink, flowing chiffon dress.",1,,1,0,0,0,0,0.0,40,6,6,1,1,1,0,1,1,1,0,1
white shirt with a collar. the shirt has a button-down design and is made of a lightweight material. the shirt is long-sleeved and has a loose fit. the collar is folded down and the cuffs are rolled up. the shirt is worn by a woman who is standing in front of a white background.,1,7,0,0,0,1,1,0.14285714285714285,279,56,33,1,0,1,0,1,0,1,0,5
brown leather jacket with a gray faux fur collar. the jacket has a zipper closure and two front pockets. the sleeves are long and have a ribbed cuff. the jacket is worn over a white shirt and a gray sweater.,1,3,0,0,1,1,1,0.3333333333333333,207,40,29,3,2,3,1,1,1,1,1,4
"black and white floral print top with long bell sleeves and a drawstring waist. the top is a flowy, boho-style blouse that is perfect for a casual day out.",1,5,0,0,1,1,1,0.2,155,30,25,2,0,2,1,1,0,1,1,2
"white and black plaid shirt with a high collar and long sleeves. the shirt has a loose fit and is made of a lightweight material. the plaid pattern consists of small, square-shaped blocks in white, black, and gray.",1,5,0,0,1,1,1,0.2,214,39,28,3,0,1,1,1,0,1,1,3
"grey tank top with a green logo on it. the tank top is made of a material that is not specified, but it appears to be a type of fabric. the tank top has a sleeveless design and features a black and white graphic print. the green logo on the tank top is a word ""great"" written in a bold font.",1,1,0,1,1,1,1,1.0,291,61,38,4,0,1,1,1,0,1,1,4
"white midi skirt with a lace overlay. the skirt is made of a lightweight material, possibly cotton or linen, and has a fitted waistline. the lace overlay adds a touch of femininity and elegance to the skirt.",1,4,0,0,1,1,1,0.25,207,37,26,1,3,1,1,1,1,1,1,3
tank top with a built-in bra. the tank top is navy blue with white and gray accents. it has a mesh design with a white and gray color scheme. the tank top is made of a polyester and spandex blend material. it is a sleeveless design with a scoop neckline. the tank top is designed for women and is a sportswear item.,1,2,0,0,1,1,1,0.5,315,63,35,4,2,2,1,1,1,1,1,6
blue and white striped shirt with a collar. the shirt has a loose fit and is made of a lightweight material. the stripes are thin and the shirt has a relaxed fit.,3,10,0,0,0,1,1,0.1,162,32,21,2,0,1,1,1,0,1,1,3
"black mesh shirt with a lace-up front and a skull and crossbones design. the shirt has a see-through mesh design with a black lace-up front and a skull and crossbones design. the mesh is made of a clear plastic material, and the lace-up front is made of black lace. the shirt has a fashionable style and is suitable for wearing on halloween.",1,1,0,1,1,1,1,1.0,341,66,29,1,1,1,2,1,1,1,1,4
"tie dye top with a relaxed fit. the colors are black, white, and grey. the material is a blend of cotton and polyester. the top has a loose fit and features a button-down collar.",1,1,0,1,1,1,1,1.0,178,35,26,3,2,1,0,1,1,1,0,4
"pair of blue leggings with a printed design. the leggings are made of a stretchy material and have a high waistband. the design features a mix of solid and printed colors, with a focus on darker shades. the leggings are worn by a woman who is also wearing a sports bra and a sports top.",1,,1,0,0,0,0,0.0,286,55,35,1,0,2,2,1,0,1,1,4
"pair of dark brown jeans. the jeans have a straight leg fit and are made of a soft, stretchy material. the jeans are held up by a black belt and have a zipper and button closure. the jeans are worn by a woman who is standing and has her hands on her hips.",1,,1,0,0,0,0,0.0,255,53,35,2,0,2,0,1,0,1,0,4
black satin skirt with a white lace overlay. the skirt has a petticoat underneath and a satin waistband. the lace overlay has a floral design and is gathered at the waist.,1,,1,0,0,0,0,0.0,171,31,20,2,2,1,2,1,1,1,1,3
"black and blue floral print button-down shirt. the shirt has a loose fit and features a collar, long sleeves, and a front button placket. the floral pattern consists of various colors, including blue, pink, and yellow, and the shirt is made of a lightweight material, possibly cotton or linen.",1,1,0,1,1,1,1,1.0,293,50,35,4,2,1,1,1,1,1,1,3
