qi,query,rank_a,rank_b,rank_f
178,"black and red floral print long sleeve dress. the dress has a v-neckline and a flowy fit. the floral pattern consists of red and black flowers with green leaves. the dress is made of a stretchy material, possibly a knit or jersey.",1,3,1
179,"white jacket with a black belt. the jacket is made of a material that resembles a down jacket, and it has a black belt around the waist. the jacket is styled in a fashionable manner and is suitable for cold weather.",1,1,1
180,black dress with a draped neckline and a fitted bodice. the dress is made of a stretchy material and has a sleeveless design. the dress is styled in a form-fitting manner and is suitable for a formal or semi-formal occasion.,101,101,101
181,black and white varsity jacket with a patch on the left breast. the patch has a white bird on it. the jacket has a black zipper and a white zipper pull. the sleeves of the jacket are black and white. the patch on the left breast is black and white. the jacket has a black and white design.,18,77,25
182,pair of black and white zebra print pants. the pants are made of a stretchy material and have a wide leg design. the pants are worn by a woman who is standing in front of a white background.,2,1,1
183,"white chiffon blouse with a blue butterfly print. the blouse has a loose fit and features a cowl neckline. the material is lightweight and flowy, making it a perfect choice for warmer weather. the blue butterfly print adds a touch of whimsy and style to the overall look.",2,3,1
184,striped red and white dress with a lace-up detail on the front. the dress has a red and white striped pattern with a white lace-up detail on the front. the lace-up detail is made of white lace and has red and white stripes. the dress is a mini-length and has a fitted silhouette.,4,13,8
185,"grey faux fur coat. the coat is long and features a high neckline. the fur is long and fluffy, and the coat is worn over a black shirt.",26,15,16
186,"white dress with gold embellishments. the dress has a sleeveless design and a round neckline. the gold embellishments are scattered across the dress, adding a touch of elegance to the overall design. the dress is worn by a woman who is standing and smiling.",7,13,5
187,white crop top paired with a long white skirt. the crop top has a high slit on the side and the skirt is long and flowy. the outfit is fashionable and stylish.,20,64,24
188,"a gray leather jacket with a black leather front, a collar, a silver zipper, and a black leather belt with a silver buckle.",101,101,101
189,white lace up skirt with a slit on the side. the skirt is made of a sheer white material and has a lace up detail on the side. the skirt is a midi length and has a slit on the side.,22,42,26
190,"white lace dress with a deep v-neckline and bell sleeves. the dress has a drawstring tie at the waist and a flowy, bohemian style.",2,3,2
191,black and white checkered dress with a plaid pattern. the dress has a v-neckline and long sleeves. the dress is made of a material that appears to be a blend of cotton and polyester. the dress is styled in a boxy fit and has a loose fit. the dress is also adorned with a black belt at the waist.,3,5,1
192,"black floral print maxi skirt. the skirt has a flowy and loose fit, with a high waist and a wide, flowing hemline. the floral print consists of various sized flowers in shades of pink, purple, and green, with some leaves and vines mixed in. the skirt is made of a soft, flowy material that drapes well and is comfortable to wear.",7,65,15
193,"striped off-the-shoulder top with a wide neckline. the stripes are black and white, and the top is made of a soft, stretchy material. the fashion style is casual and the top is suitable for everyday wear.",7,12,5
194,black winter jacket with a hood. the jacket has a zipper on the front and a pocket on the left side. the hood is black and has a silver zipper on the front. the jacket is made of a material that appears to be a synthetic fabric.,101,101,101
195,"pink lace dress with a v-neckline and a flowing skirt. the dress has a strapless design and a fitted bodice that flares out into a full skirt. the lace is intricate and delicate, with a floral pattern in shades of pink and peach. the dress is styled in a formal fashion, suitable for special occasions.",98,26,34
196,pair of black leggings with a brown zipper. the leggings are made of spandex and have a high waistband. they are designed to be worn with a belt and have a zipper on the side. the leggings are part of a larger collection of workout clothes and are designed to be worn for exercise.,8,101,20
197,navy blue and pink maternity top with a heart pattern. the top is made of a stretchy material and features a scoop neckline.,1,1,1
198,"black and white hooded jacket with a zipper. the jacket is made of a material that appears to be a combination of cotton and polyester. the jacket has a hood, a front zipper, and a front pocket. the jacket is styled in a modern fashion, with a loose fit and a relaxed silhouette.",101,101,101
199,"long, dark blue dress with lace detailing on the bodice and a sheer neckline. the dress has a mermaid silhouette and is worn by a woman with a black hair.",101,101,101
200,pink dress. the dress is sleeveless and has a belt around the waist. the dress is a size 10 and is made of a shiny material.,9,3,2
